Elevation,Aspect,Slope,Hillshade_Morning,Hillshade_Afternoon,Hillshade_Evening,Distance_To_River,Distance_From_Road,Distance_From_Pollutant,Sector,Soil,Plant_species
2417,260,25,152,244,226,234,1266,591,Sector_3,Soil_0,0
3292,108,8,235,231,128,170,1676,2919,Sector_0,Soil_19,2
3323,75,46,225,114,0,153,2754,400,Sector_2,Soil_36,1
2748,74,10,233,220,119,95,1476,2686,Sector_0,Soil_26,4
3372,310,15,179,229,190,805,1060,2039,Sector_2,Soil_35,2
3235,135,14,241,233,117,342,1935,1423,Sector_0,Soil_26,4
3009,20,7,215,225,147,0,3450,1964,Sector_0,Soil_26,2
2490,68,15,234,209,102,30,212,1332,Sector_2,Soil_8,3
3013,84,24,245,190,60,242,1650,2632,Sector_2,Soil_30,2
3179,228,17,193,253,194,443,1082,2774,Sector_2,Soil_30,2
2332,326,21,164,211,185,30,1194,1057,Sector_3,Soil_8,3
2622,16,14,208,211,138,285,1776,2021,Sector_2,Soil_8,0
3359,100,11,238,226,118,674,3035,2550,Sector_2,Soil_29,2
2122,312,12,187,231,184,0,900,324,Sector_3,Soil_3,3
3401,182,8,223,245,156,979,2984,1687,Sector_2,Soil_35,1
3335,113,11,239,229,119,30,4446,4022,Sector_2,Soil_20,1
2477,11,12,207,214,144,120,242,1150,Sector_3,Soil_9,0
2476,145,26,245,225,90,240,268,972,Sector_2,Soil_3,3
2847,67,7,228,226,132,300,3511,6012,Sector_0,Soil_10,2
3268,148,13,237,239,130,306,552,4028,Sector_1,Soil_22,4
2653,162,17,234,242,133,335,531,190,Sector_2,Soil_3,3
2443,194,22,211,251,164,150,424,1127,Sector_3,Soil_3,3
3405,26,17,210,201,123,711,3395,1702,Sector_2,Soil_36,1
2259,349,31,149,173,152,212,872,1142,Sector_3,Soil_8,0
3073,77,12,235,218,113,30,3036,5683,Sector_0,Soil_26,2
3132,284,32,115,221,236,150,2095,3216,Sector_0,Soil_26,2
3003,24,12,213,214,135,162,2355,2724,Sector_2,Soil_29,4
2886,172,13,228,246,148,228,2345,2228,Sector_2,Soil_23,4
2852,30,14,215,209,128,67,2589,2408,Sector_2,Soil_19,2
2805,8,16,200,207,142,258,566,2259,Sector_0,Soil_21,4
3408,335,12,193,224,170,845,1410,1648,Sector_2,Soil_35,1
3239,28,14,214,210,129,192,4325,2089,Sector_2,Soil_19,2
2982,45,7,222,224,137,242,4517,2366,Sector_0,Soil_26,4
3126,0,21,184,196,145,679,3971,2588,Sector_0,Soil_27,4
2571,153,18,239,238,123,95,335,1771,Sector_0,Soil_27,4
3294,26,23,203,185,109,797,1262,1788,Sector_2,Soil_37,1
3281,57,14,229,209,110,384,3276,1962,Sector_2,Soil_36,1
2513,126,11,238,233,124,42,1015,1718,Sector_2,Soil_3,0
3733,21,19,204,195,122,933,4808,2958,Sector_2,Soil_37,1
3197,30,16,213,203,121,408,3054,845,Sector_2,Soil_21,2
2979,355,20,183,200,151,391,2999,1613,Sector_2,Soil_8,4
3098,354,21,181,198,152,342,1466,1984,Sector_2,Soil_21,2
2297,294,29,125,218,226,391,1476,1006,Sector_3,Soil_8,3
2465,245,17,182,251,204,108,531,648,Sector_2,Soil_2,3
2356,30,23,207,185,105,201,371,1165,Sector_3,Soil_8,0
2652,27,7,217,224,143,297,1159,824,Sector_2,Soil_9,3
2541,330,11,193,226,172,0,1705,1473,Sector_2,Soil_17,0
3316,284,2,214,239,163,42,5440,836,Sector_0,Soil_35,2
3157,35,27,206,170,86,600,648,1894,Sector_0,Soil_27,1
3065,106,9,235,229,125,484,1610,1350,Sector_0,Soil_20,2
2506,99,25,251,198,60,30,1107,576,Sector_2,Soil_3,3
2885,344,15,189,216,165,182,1154,1784,Sector_2,Soil_11,2
2386,265,19,168,245,214,85,834,1621,Sector_3,Soil_5,3
3365,184,14,223,249,156,642,4443,2486,Sector_2,Soil_35,1
2814,162,5,225,241,150,201,3261,6580,Sector_0,Soil_27,4
2657,72,8,230,224,127,319,1831,2173,Sector_2,Soil_1,0
2284,38,12,220,214,127,391,849,492,Sector_3,Soil_1,3
3051,351,12,198,219,159,339,1184,2412,Sector_2,Soil_19,2
3025,334,6,206,232,164,150,3319,268,Sector_0,Soil_26,2
3270,293,20,159,231,211,150,3864,1358,Sector_0,Soil_26,1
2748,59,3,221,233,148,150,2484,5499,Sector_0,Soil_10,4
2224,40,39,192,126,37,124,551,366,Sector_3,Soil_8,0
3292,221,10,207,250,178,541,4201,2080,Sector_0,Soil_20,1
3284,9,9,211,223,149,666,2263,815,Sector_2,Soil_19,2
3395,281,16,175,240,204,537,1498,900,Sector_2,Soil_36,1
3166,113,17,247,221,97,0,4375,2055,Sector_0,Soil_20,2
2246,261,27,145,242,229,300,1260,658,Sector_3,Soil_5,3
3221,347,13,194,218,162,774,4350,2259,Sector_0,Soil_26,2
3258,334,11,194,225,170,90,3330,2118,Sector_0,Soil_26,2
2952,356,14,197,215,155,85,3288,2088,Sector_2,Soil_19,2
3003,61,19,232,197,90,30,582,1302,Sector_0,Soil_26,2
2702,105,18,247,215,90,301,1371,3870,Sector_0,Soil_26,4
2713,14,15,205,209,138,30,1421,1973,Sector_2,Soil_30,4
2919,107,16,246,219,98,85,3810,6242,Sector_0,Soil_26,2
3187,348,9,203,225,161,201,2070,3037,Sector_0,Soil_26,2
2305,63,22,233,190,79,247,1315,942,Sector_3,Soil_8,3
3379,101,22,250,205,72,272,807,1027,Sector_1,Soil_21,1
2465,269,25,148,239,226,120,1361,713,Sector_3,Soil_8,4
2435,69,19,236,200,88,240,566,1018,Sector_2,Soil_8,0
2905,85,6,228,230,136,60,959,2883,Sector_0,Soil_20,2
3292,208,11,212,251,173,201,1470,2559,Sector_0,Soil_36,2
2547,108,3,225,236,146,0,721,1087,Sector_2,Soil_9,0
3056,109,16,245,221,99,150,819,2067,Sector_0,Soil_26,4
2680,46,14,224,209,116,277,2352,2280,Sector_2,Soil_8,0
2440,338,10,198,226,167,391,1209,767,Sector_3,Soil_5,0
3399,173,13,228,246,148,830,2858,2140,Sector_2,Soil_35,1
2407,247,27,154,248,224,42,1360,700,Sector_3,Soil_8,0
3298,117,7,232,234,135,0,1107,1351,Sector_1,Soil_35,1
2194,12,28,179,171,117,85,404,805,Sector_3,Soil_8,0
2714,347,17,185,211,162,60,1556,1655,Sector_2,Soil_11,0
2120,18,32,177,155,98,234,258,513,Sector_3,Soil_8,0
3315,357,12,200,217,154,454,3341,2776,Sector_2,Soil_29,2
3403,79,50,222,100,0,313,2330,644,Sector_2,Soil_36,1
2939,266,3,211,241,167,212,5166,4218,Sector_0,Soil_17,4
2779,326,9,199,231,171,180,1674,1900,Sector_0,Soil_26,4
2842,352,12,199,220,158,576,571,1243,Sector_2,Soil_9,4
3063,261,20,168,246,214,85,1627,1266,Sector_2,Soil_20,2
2914,273,27,139,236,230,42,2684,240,Sector_2,Soil_30,4
3366,196,6,219,245,162,201,2563,540,Sector_2,Soil_35,1
2503,297,20,161,229,207,30,636,912,Sector_2,Soil_21,0
2926,189,28,209,248,155,201,5426,607,Sector_0,Soil_27,4
3357,197,21,209,252,169,700,1209,4248,Sector_1,Soil_30,4
3248,230,17,191,253,196,594,4034,787,Sector_2,Soil_30,4
3253,48,11,224,215,123,175,3118,2318,Sector_0,Soil_26,2
3200,74,3,224,233,144,849,1320,2377,Sector_2,Soil_29,2
2159,31,25,205,179,98,270,569,582,Sector_3,Soil_5,3
3174,249,7,204,246,179,247,5810,2611,Sector_0,Soil_19,4
2584,60,22,231,189,79,95,2869,940,Sector_2,Soil_8,0
2448,219,7,212,247,171,228,1022,1288,Sector_2,Soil_1,3
2704,121,3,224,237,148,216,1650,874,Sector_0,Soil_10,4
3015,313,10,192,232,180,42,2777,725,Sector_0,Soil_20,2
2301,353,18,187,206,155,255,990,1261,Sector_3,Soil_8,0
2971,340,15,187,217,168,85,4734,1131,Sector_0,Soil_26,4
2643,81,14,238,215,106,170,2226,2320,Sector_2,Soil_9,0
3256,107,11,238,227,119,470,1235,2516,Sector_2,Soil_30,4
2596,180,6,223,244,156,323,2534,607,Sector_2,Soil_1,3
2620,16,14,208,211,138,295,1746,1992,Sector_2,Soil_8,0
3257,101,2,223,236,148,120,3479,3867,Sector_0,Soil_35,1
2091,28,9,217,220,139,30,319,408,Sector_3,Soil_8,0
3615,4,15,199,209,146,300,2003,2427,Sector_1,Soil_37,1
3224,99,24,251,200,65,192,1415,1371,Sector_0,Soil_27,1
2447,135,13,240,234,122,360,330,1057,Sector_2,Soil_1,3
2357,118,23,252,213,76,324,450,1149,Sector_3,Soil_2,3
2866,146,32,244,215,73,120,967,426,Sector_0,Soil_26,4
3449,89,19,245,206,82,127,1254,1008,Sector_1,Soil_35,1
2686,21,13,211,212,135,60,2079,2618,Sector_2,Soil_9,0
3478,108,10,237,229,122,816,2420,1201,Sector_0,Soil_37,2
2998,47,9,223,221,132,60,2242,4178,Sector_0,Soil_20,2
2350,309,19,164,224,198,335,1200,973,Sector_3,Soil_9,0
3305,323,22,158,211,189,108,3346,2413,Sector_2,Soil_21,1
3165,235,18,186,253,201,218,1533,2337,Sector_2,Soil_30,2
2385,13,8,213,225,149,30,899,967,Sector_3,Soil_13,0
2553,15,9,212,221,146,376,1126,4066,Sector_0,Soil_15,4
3012,313,18,170,224,193,300,1275,1710,Sector_2,Soil_28,4
2928,281,34,111,221,239,210,1954,1165,Sector_2,Soil_30,4
3049,117,11,238,230,121,150,1230,1155,Sector_2,Soil_29,4
3260,167,8,227,243,149,60,3036,967,Sector_0,Soil_20,2
2077,258,35,116,234,242,108,210,120,Sector_3,Soil_4,3
2223,23,11,214,217,138,30,1343,592,Sector_3,Soil_12,0
2370,167,15,231,244,140,342,1036,1020,Sector_3,Soil_2,3
2329,48,20,223,192,95,212,331,1099,Sector_3,Soil_8,0
3039,334,11,194,225,170,175,977,1265,Sector_1,Soil_20,4
2743,333,20,169,209,177,382,2030,2227,Sector_2,Soil_8,0
3194,106,16,246,218,96,268,787,2750,Sector_1,Soil_20,4
2320,349,12,197,219,160,391,720,408,Sector_3,Soil_5,3
2442,56,27,226,173,64,170,1436,537,Sector_2,Soil_8,3
2598,93,16,243,214,96,234,514,1591,Sector_2,Soil_1,3
2706,54,2,220,234,150,234,1301,3055,Sector_0,Soil_10,4
2659,33,31,198,158,78,95,1150,837,Sector_2,Soil_30,0
2154,31,32,194,153,76,120,551,324,Sector_3,Soil_8,0
2044,1,19,189,200,145,331,691,842,Sector_3,Soil_8,0
2328,336,28,146,189,175,192,1101,1138,Sector_3,Soil_8,3
3002,7,10,208,221,150,85,1022,2236,Sector_2,Soil_21,2
2569,256,30,139,242,233,424,785,1129,Sector_2,Soil_1,3
2765,45,3,220,232,148,319,2634,6774,Sector_0,Soil_17,2
2812,102,17,246,215,91,124,600,990,Sector_0,Soil_27,4
3050,70,15,235,210,102,192,4260,2546,Sector_0,Soil_26,4
3331,225,3,216,242,163,630,886,1106,Sector_2,Soil_29,1
2980,25,10,215,219,140,457,4186,4810,Sector_0,Soil_10,4
2199,200,22,206,253,171,60,277,426,Sector_3,Soil_1,3
2748,338,15,186,217,170,361,2098,2162,Sector_2,Soil_8,0
3452,7,10,208,220,149,488,1095,1566,Sector_1,Soil_37,1
2394,247,6,207,245,176,134,0,67,Sector_2,Soil_1,0
2926,76,9,232,223,124,607,4474,5353,Sector_0,Soil_10,2
3438,339,8,203,228,164,934,1463,1637,Sector_2,Soil_35,1
2474,295,17,169,233,203,408,793,1387,Sector_3,Soil_5,0
2880,132,28,251,212,68,134,900,457,Sector_0,Soil_26,4
2553,67,22,235,191,76,85,1392,636,Sector_2,Soil_9,0
3016,180,11,224,247,154,258,2371,1124,Sector_2,Soil_29,4
3193,347,19,180,206,162,618,1006,1797,Sector_2,Soil_21,2
2890,141,29,247,217,76,90,6260,4319,Sector_0,Soil_27,4
2546,63,16,232,205,100,42,242,1584,Sector_2,Soil_8,0
3469,102,15,244,219,100,162,1676,1698,Sector_1,Soil_36,1
2443,110,16,245,221,100,190,918,1019,Sector_3,Soil_4,3
3097,56,5,224,228,140,242,1183,3368,Sector_2,Soil_28,2
2608,110,10,238,229,120,190,446,1411,Sector_0,Soil_10,4
3109,134,15,243,232,114,180,1956,2232,Sector_0,Soil_27,2
3176,106,4,227,234,142,127,5265,2643,Sector_0,Soil_20,4
3302,128,56,227,131,0,42,2971,1308,Sector_2,Soil_20,4
3081,294,5,207,239,171,218,323,592,Sector_1,Soil_19,2
2389,112,23,252,209,72,30,543,552,Sector_2,Soil_8,0
2349,108,32,254,185,33,210,726,541,Sector_3,Soil_5,3
2756,170,12,229,245,147,150,968,636,Sector_2,Soil_1,3
2932,106,19,249,213,84,180,488,2609,Sector_0,Soil_26,4
2248,12,35,163,148,103,297,781,330,Sector_3,Soil_8,3
2920,207,11,213,250,172,218,1889,1044,Sector_2,Soil_11,4
2157,312,28,134,207,207,295,323,182,Sector_3,Soil_8,3
2534,31,13,216,212,129,60,2439,735,Sector_2,Soil_8,0
2649,115,16,245,223,102,190,1697,1091,Sector_2,Soil_9,3
2575,157,10,232,242,140,582,642,767,Sector_2,Soil_1,3
2400,307,26,141,215,210,60,1170,967,Sector_3,Soil_8,3
2548,132,13,241,233,120,162,524,949,Sector_3,Soil_5,3
3495,145,15,239,237,123,300,3947,3844,Sector_2,Soil_30,1
2606,130,13,240,233,120,60,503,1423,Sector_0,Soil_26,4
2525,141,13,239,236,124,150,1115,1455,Sector_2,Soil_3,3
3430,143,17,242,234,114,30,2925,840,Sector_2,Soil_32,1
2171,35,31,200,157,74,300,361,300,Sector_3,Soil_8,0
2353,307,24,146,217,208,408,1114,979,Sector_3,Soil_8,0
2926,52,11,226,216,123,524,4817,3056,Sector_0,Soil_20,2
2454,280,11,191,241,190,361,1595,424,Sector_3,Soil_5,0
3352,140,19,244,231,108,124,2440,350,Sector_2,Soil_36,1
2572,73,8,230,225,128,0,1892,2003,Sector_2,Soil_8,0
2459,13,15,204,208,139,108,750,1316,Sector_3,Soil_8,3
2972,243,3,213,242,166,330,4511,5673,Sector_0,Soil_10,4
3374,125,32,253,198,45,417,2100,1406,Sector_0,Soil_36,1
3244,230,12,201,251,186,42,3544,1519,Sector_2,Soil_20,2
3043,129,23,251,218,82,90,633,1793,Sector_0,Soil_26,2
3369,228,6,212,245,171,376,3640,2163,Sector_2,Soil_35,1
2813,100,23,251,202,67,134,2028,1201,Sector_2,Soil_8,4
3056,222,11,206,251,180,42,2139,212,Sector_2,Soil_28,4
2563,23,31,186,158,91,85,816,1260,Sector_2,Soil_8,0
2078,326,23,158,208,186,175,218,655,Sector_3,Soil_8,3
2270,129,28,252,211,67,228,779,794,Sector_3,Soil_5,3
3000,54,15,228,207,109,648,1687,2932,Sector_2,Soil_30,4
2479,47,28,217,167,68,240,721,1332,Sector_3,Soil_8,3
2778,128,11,238,233,125,270,854,607,Sector_2,Soil_9,3
2315,44,33,207,150,54,242,787,417,Sector_3,Soil_8,3
2197,353,33,145,163,142,85,1524,309,Sector_3,Soil_8,0
2886,352,13,198,218,158,418,2046,1566,Sector_2,Soil_28,4
3385,186,17,221,250,157,335,2971,1689,Sector_2,Soil_29,2
3021,41,13,221,211,123,306,4187,2089,Sector_0,Soil_21,4
2824,20,15,208,208,134,95,1481,2731,Sector_2,Soil_21,2
2419,337,19,176,211,173,277,825,600,Sector_3,Soil_8,0
2471,52,11,226,217,124,426,891,942,Sector_3,Soil_5,3
3044,74,11,233,219,116,270,3492,5566,Sector_0,Soil_17,2
2916,326,13,189,226,177,283,3050,1852,Sector_2,Soil_19,2
3322,211,12,210,251,175,690,4176,1992,Sector_0,Soil_20,1
2279,323,22,160,212,189,342,1253,743,Sector_3,Soil_5,3
3399,351,12,199,220,159,510,1476,1339,Sector_2,Soil_35,1
2309,271,20,163,242,217,256,1650,837,Sector_3,Soil_1,0
3370,339,23,163,199,171,216,3637,1325,Sector_0,Soil_36,2
2659,332,18,174,213,177,361,900,541,Sector_2,Soil_30,0
2548,136,15,242,233,117,255,957,1199,Sector_2,Soil_1,3
2750,60,14,230,210,109,324,1746,2298,Sector_0,Soil_10,4
3368,92,7,232,229,129,553,1865,1842,Sector_0,Soil_35,2
2411,131,14,242,232,117,417,1110,1124,Sector_3,Soil_1,3
3340,349,10,202,224,160,534,3234,2646,Sector_2,Soil_28,2
3213,19,22,198,188,120,430,947,743,Sector_0,Soil_19,2
2876,323,25,147,204,192,309,3705,1116,Sector_0,Soil_26,4
3293,118,24,252,211,73,190,2460,2676,Sector_0,Soil_36,1
2929,266,18,170,245,212,192,5072,1239,Sector_0,Soil_27,4
2775,126,23,251,218,82,335,1661,1410,Sector_2,Soil_11,4
2899,282,22,156,236,218,60,3103,2568,Sector_0,Soil_26,4
3334,74,14,236,212,104,90,4530,4106,Sector_2,Soil_20,1
2113,59,40,216,129,9,90,361,270,Sector_3,Soil_0,0
3316,146,15,240,237,122,700,1158,1273,Sector_2,Soil_37,4
3198,51,6,223,227,139,0,5550,912,Sector_0,Soil_19,2
2445,336,20,172,209,174,175,876,1015,Sector_3,Soil_8,0
2609,330,4,210,235,163,342,1326,1452,Sector_2,Soil_9,4
3284,172,7,225,243,152,579,3833,553,Sector_2,Soil_31,4
2512,153,19,239,238,121,60,1008,1655,Sector_2,Soil_3,3
2429,128,6,230,236,140,540,847,1207,Sector_3,Soil_5,3
1964,336,43,95,145,167,30,60,642,Sector_3,Soil_8,3
2528,120,16,246,225,103,90,1358,1421,Sector_2,Soil_3,3
2980,302,9,195,236,181,42,2571,882,Sector_0,Soil_26,2
2362,298,23,150,225,212,108,218,228,Sector_2,Soil_8,0
2284,208,17,206,254,178,67,1674,1041,Sector_3,Soil_1,0
2356,319,22,158,214,193,85,1380,277,Sector_3,Soil_8,0
2750,135,6,229,237,142,108,2340,1533,Sector_0,Soil_10,4
2739,47,11,224,215,124,277,1708,1698,Sector_0,Soil_26,4
2584,340,15,188,217,168,127,875,514,Sector_0,Soil_26,4
2599,129,14,242,231,116,85,1159,5269,Sector_0,Soil_26,4
2729,355,17,189,207,154,134,1172,481,Sector_2,Soil_30,0
2972,108,9,236,230,125,201,1992,874,Sector_0,Soil_27,4
2280,347,25,164,191,159,153,774,600,Sector_3,Soil_8,0
2912,270,40,88,217,249,424,2068,1321,Sector_2,Soil_11,4
3018,319,5,207,235,167,0,1822,1441,Sector_2,Soil_18,2
2577,58,3,222,233,147,390,658,1294,Sector_2,Soil_1,0
3137,354,24,171,189,150,342,3955,633,Sector_2,Soil_21,2
3372,192,9,220,248,162,283,2480,484,Sector_2,Soil_35,1
2759,156,20,238,238,119,180,1563,2359,Sector_2,Soil_8,4
3506,225,11,205,250,181,390,1396,1855,Sector_1,Soil_37,1
2974,277,11,190,242,191,424,1895,966,Sector_2,Soil_30,2
2361,79,21,242,196,74,30,892,1452,Sector_3,Soil_4,0
2594,161,9,230,242,144,0,1771,2886,Sector_2,Soil_14,0
3204,342,12,194,221,165,0,1673,541,Sector_0,Soil_20,2
3433,50,24,223,182,81,30,3284,2467,Sector_0,Soil_32,1
3223,123,11,239,232,122,395,1325,2448,Sector_0,Soil_26,2
3157,0,7,210,228,155,42,4475,1831,Sector_0,Soil_20,2
3098,135,5,229,238,143,30,5382,960,Sector_0,Soil_26,2
3150,286,10,191,240,188,537,1044,1062,Sector_2,Soil_20,2
2952,358,5,211,230,156,120,1613,582,Sector_2,Soil_29,2
2924,13,11,210,218,145,212,1926,234,Sector_2,Soil_29,2
2178,27,30,191,160,88,180,743,655,Sector_3,Soil_8,0
2589,2,6,211,228,154,30,1758,2867,Sector_2,Soil_14,0
2438,57,16,229,204,103,295,871,1230,Sector_3,Soil_5,0
3035,62,10,229,218,121,1126,2949,1154,Sector_2,Soil_31,4
2255,294,16,173,234,201,85,1648,789,Sector_3,Soil_5,0
3208,104,4,226,234,143,331,5727,2429,Sector_0,Soil_19,2
3274,16,14,208,211,138,306,1849,1189,Sector_2,Soil_36,1
3053,341,24,164,197,168,417,3403,1471,Sector_2,Soil_36,2
3641,15,10,211,219,144,1048,5129,3690,Sector_2,Soil_37,1
3084,123,5,228,236,142,30,1771,446,Sector_0,Soil_20,2
3366,353,8,207,227,158,218,4219,3870,Sector_0,Soil_37,1
3075,72,3,223,233,146,234,1413,2713,Sector_0,Soil_26,2
3257,56,9,226,221,129,228,4311,2391,Sector_0,Soil_35,1
2765,160,10,231,242,142,85,2958,2170,Sector_0,Soil_10,4
3015,60,23,231,186,76,450,2290,1892,Sector_2,Soil_30,2
2757,10,15,202,209,141,418,1917,2240,Sector_2,Soil_8,0
3380,331,10,197,228,170,940,1195,1924,Sector_2,Soil_35,1
2719,217,11,208,251,178,297,2667,1184,Sector_2,Soil_1,3
2598,116,16,246,223,100,228,1442,1100,Sector_2,Soil_1,3
2405,102,10,238,226,119,134,331,365,Sector_2,Soil_2,0
3151,169,15,230,245,142,90,2244,2763,Sector_0,Soil_26,1
2704,98,3,225,234,145,170,2016,1652,Sector_2,Soil_3,3
3110,93,14,241,218,104,30,1907,2862,Sector_0,Soil_26,4
3203,202,8,217,247,165,474,607,2305,Sector_2,Soil_20,4
3233,117,18,248,220,93,283,2506,3178,Sector_2,Soil_36,1
3105,8,9,210,223,150,240,1676,534,Sector_2,Soil_29,4
2855,315,17,174,224,190,190,3217,469,Sector_2,Soil_8,4
2723,194,14,217,251,164,277,2064,1477,Sector_0,Soil_10,4
2471,313,24,150,214,201,488,661,459,Sector_3,Soil_8,3
2104,22,39,165,129,72,242,277,180,Sector_3,Soil_8,3
2336,140,24,247,225,91,85,902,841,Sector_3,Soil_2,3
3399,106,12,240,226,114,914,759,153,Sector_1,Soil_35,1
2904,241,15,191,251,196,270,1054,1727,Sector_2,Soil_9,4
3298,93,14,241,218,104,228,2627,1558,Sector_2,Soil_35,1
3127,348,8,205,227,160,295,2818,825,Sector_0,Soil_26,4
2279,353,16,191,211,156,342,939,240,Sector_3,Soil_8,3
2313,109,24,252,205,66,90,1198,1110,Sector_3,Soil_3,0
3150,88,21,246,201,74,510,2107,2499,Sector_2,Soil_30,2
2550,13,27,183,174,118,190,1980,768,Sector_2,Soil_8,0
2458,221,10,207,250,178,0,1995,360,Sector_2,Soil_13,0
2442,344,19,179,207,165,90,323,1201,Sector_3,Soil_9,0
3186,236,12,199,250,188,323,2546,938,Sector_2,Soil_29,4
3786,345,12,196,221,163,966,5000,3102,Sector_2,Soil_37,1
3131,184,7,222,245,157,283,1191,1915,Sector_0,Soil_20,2
2910,79,2,222,234,148,376,2755,2205,Sector_0,Soil_26,4
3096,288,15,176,237,201,618,3247,2180,Sector_2,Soil_28,2
3363,27,7,218,225,144,60,2816,2190,Sector_0,Soil_35,1
3241,28,17,211,201,122,228,1476,323,Sector_0,Soil_20,2
3014,124,19,249,222,93,85,779,1337,Sector_2,Soil_30,4
2694,35,8,219,223,139,201,2236,1890,Sector_2,Soil_29,0
3050,279,12,186,242,195,242,3542,1624,Sector_2,Soil_19,2
2198,339,25,159,196,171,30,765,616,Sector_3,Soil_8,3
2632,297,1,216,238,160,0,2329,2535,Sector_2,Soil_14,0
3371,220,30,171,251,202,750,3384,2695,Sector_0,Soil_36,2
3299,52,10,226,218,125,0,1142,1413,Sector_1,Soil_35,1
3270,35,16,217,204,118,450,962,2148,Sector_0,Soil_36,1
3392,1,23,181,191,142,272,2489,2512,Sector_0,Soil_36,2
2872,13,30,176,164,111,511,1195,1080,Sector_2,Soil_29,4
2999,45,7,222,225,138,162,2130,1063,Sector_2,Soil_29,4
2341,98,15,244,217,99,60,323,731,Sector_2,Soil_1,3
2669,47,15,224,206,112,234,2312,2250,Sector_2,Soil_8,0
2374,38,24,212,180,91,134,1213,1154,Sector_3,Soil_8,0
3021,127,24,251,217,80,738,4437,1529,Sector_2,Soil_30,4
2609,141,23,246,227,96,42,2322,721,Sector_2,Soil_8,0
2523,305,26,140,216,211,127,721,525,Sector_2,Soil_8,0
2887,291,26,137,225,223,451,1291,1745,Sector_2,Soil_30,4
2562,240,30,150,248,224,395,760,1205,Sector_2,Soil_1,3
3182,35,8,219,223,139,0,4257,3275,Sector_0,Soil_26,2
2484,309,28,132,208,210,67,807,595,Sector_2,Soil_8,0
2685,200,25,201,252,172,420,1103,890,Sector_2,Soil_2,4
3141,297,21,158,228,209,272,2812,2621,Sector_0,Soil_21,2
2982,110,7,233,232,132,323,1953,743,Sector_2,Soil_29,2
3313,206,8,215,248,168,443,1100,1201,Sector_2,Soil_29,1
2478,65,12,232,215,113,90,866,4326,Sector_0,Soil_15,4
2736,72,7,228,227,133,60,2190,1381,Sector_0,Soil_10,4
2438,352,11,200,221,159,90,306,1206,Sector_3,Soil_9,0
2938,337,30,140,183,173,256,268,960,Sector_0,Soil_27,4
3311,194,9,219,248,163,577,4061,2142,Sector_0,Soil_20,2
2494,14,10,211,220,145,240,283,1115,Sector_2,Soil_8,0
2589,344,12,195,220,164,324,474,834,Sector_2,Soil_9,3
2610,59,17,231,202,98,60,674,1328,Sector_2,Soil_8,0
3067,98,12,240,223,111,85,3648,2858,Sector_0,Soil_26,4
2025,64,24,234,185,71,0,306,750,Sector_3,Soil_0,3
3152,144,4,226,239,148,192,4563,1984,Sector_0,Soil_19,2
3200,94,7,231,230,132,124,5019,2016,Sector_0,Soil_19,2
2402,84,17,242,209,92,124,484,914,Sector_2,Soil_3,0
2609,180,39,202,230,124,120,2530,964,Sector_2,Soil_3,3
3317,96,9,234,228,125,0,1782,3276,Sector_0,Soil_35,1
3749,318,11,191,230,179,854,5302,3397,Sector_2,Soil_37,1
2731,102,15,243,220,102,371,721,360,Sector_2,Soil_3,0
2227,90,28,249,185,46,42,1600,247,Sector_3,Soil_2,3
2645,318,12,187,229,181,42,1350,150,Sector_0,Soil_7,4
3342,359,17,193,207,149,552,3878,3610,Sector_2,Soil_37,1
3293,349,17,187,210,160,534,3707,3645,Sector_2,Soil_37,1
2451,318,26,142,205,198,446,1170,696,Sector_3,Soil_8,3
2715,302,29,127,212,219,272,1256,878,Sector_2,Soil_30,0
3432,279,9,196,241,184,1261,3948,2671,Sector_2,Soil_37,1
3047,67,15,234,208,102,270,5635,4776,Sector_0,Soil_26,4
2792,348,8,205,227,160,573,2932,1461,Sector_2,Soil_29,4
3231,262,7,204,244,179,390,268,1851,Sector_1,Soil_20,2
3348,171,6,225,243,153,175,1776,3169,Sector_0,Soil_35,1
3403,41,16,221,204,115,721,3466,1653,Sector_2,Soil_36,1
2893,87,15,241,214,98,371,3223,2691,Sector_0,Soil_26,4
3302,51,6,223,227,139,0,2479,474,Sector_2,Soil_32,1
2437,333,17,179,216,175,255,1087,830,Sector_3,Soil_8,0
2743,62,10,229,218,121,330,1266,2208,Sector_0,Soil_10,4
3237,205,9,215,248,168,153,2703,2611,Sector_0,Soil_26,1
2696,329,11,193,227,173,124,1477,2195,Sector_2,Soil_14,4
3371,342,9,201,226,164,649,1326,1401,Sector_2,Soil_35,1
2968,338,11,196,225,167,488,4652,5139,Sector_0,Soil_16,4
2107,266,24,152,242,225,277,510,1055,Sector_3,Soil_0,0
3291,36,23,212,184,98,201,1809,2227,Sector_0,Soil_36,2
2411,267,18,170,244,212,0,1337,726,Sector_3,Soil_8,0
2980,9,19,195,199,137,365,660,1131,Sector_2,Soil_21,2
2660,341,9,201,226,165,0,1448,1320,Sector_2,Soil_17,0
3021,201,11,216,250,168,962,5692,5592,Sector_0,Soil_27,4
3022,333,15,183,219,174,323,573,540,Sector_1,Soil_19,2
2574,110,22,251,210,75,150,1516,875,Sector_2,Soil_2,3
